koht	pealkiri	aasta	žanr
Praha (Tšehhi)	Sõpruspuu	1980	Dokumentaalfilm
Praha (Tšehhi)	Finišini on jäänud…	1978	Dokumentaalfilm, Olukirjeldusfilm
Praha vanalinn (Tšehhi)	Juured: Poeem armastusest	2018	Dokumentaalfilm
Praha vanalinn (Tšehhi)	Sõpruspuu	1980	Dokumentaalfilm
Prangli saar (Harjumaa)	Leonhard Lapin. Protsess	2020	Dokumentaalfilm, Portreefilm
Prangli saar (Harjumaa)	Viimsi saared	2011	Dokumentaalfilm, Vaatefilm
Prantsuse Guajaana	Kuidas ehitada kosmoselaeva?	2015	Dokumentaalfilm
Prantsusmaa	Räägi ära	2021	Dokumentaalfilm
Prantsusmaa	Mephistopheles	2020	Dokumentaalfilm, Portreefilm
Prantsusmaa	Ott Tänak - The Movie	2019	Dokumentaalfilm, Portreefilm
Prantsusmaa	Mäed, mida polnud	2018	Dokumentaalfilm, Portreefilm
Prantsusmaa	Tants vanakuradi vanaemaga	2015	Dokumentaalfilm
Prantsusmaa	Underdogs	2015	Tudengifilm, Lühimängufilm
Prantsusmaa	Kelly	2013	Dokumentaalfilm
Prantsusmaa	Kaali saladus	2003	Populaarteaduslik film
Prantsusmaa	Ilo Pariisist	2002	Dokumentaalfilm, Vaatefilm
Prantsusmaa	Aga kitsed?	1998	Dokumentaalfilm
Primorje krai (Venemaa)	Lootoslillest, tähnikhirvest, jaapani merekrabist	1963	Populaarteaduslik film
Promenaadi tänav (Tartu)	Arnold Matteus	1981	Dokumentaalfilm, Portreefilm
Promenaadi tänav (Tartu)	Noorsoo pidustused Tartus 1. septembril 1940	1940	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Pronksi tänav (Tallinn)	Vseviov	2020	Dokumentaalfilm, Portreefilm
Pronksi tänav (Tallinn)	Seal, kus lõpeb luule	2009	Dokumentaalfilm, Olukirjeldusfilm
Pronksi tänav (Tallinn)	Peaarhitektid	1999	Dokumentaalfilm
Providenije (Tšukotka, Venemaa)	Teekond Ussinuumajani	2015	Dokumentaalfilm, Antropoloogiafilm
Prääma (Järvamaa)	Prääma turbarabas	1973	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Prümli (Järvamaa)	A. H. Tammsaare I	1971	Populaarteaduslik film, Õppefilm
Psou jõgi (Abhaasia)	Sajandiring	1985	Dokumentaalfilm
Psou jõgi (Abhaasia)	Salme küla asutamise 100. aastapäev Gruusias	1984	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Pudivere (Lääne-Virumaa)	Eduard Vilde 1865-1965	1965	Dokumentaalfilm, Portreefilm
Puente del Inca (mägiküla Andides)	Eestlased Ameerika katusel	1998	Dokumentaalfilm, Olukirjeldusfilm
Puhatu turbamaardla (Ida-Virumaa)	Oru Turbakombinaadi ehitusel	1963	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Puhja (Tartumaa)	Miks ma siis ei lähe?	2018	Dokumentaalfilm
Puhja (Tartumaa)	Puhja mälestussamba taasavamine	1988	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Puhja (Tartumaa)	Maad maatameestele	1940	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Puhtu (Läänemaa)	Ühe armastuse lugu	1981	Dokumentaalfilm, Loodusfilm
Puhtu (Läänemaa)	Tutkad	1976	Dokumentaalfilm, Loodusfilm
Puiatu (Viljandimaa)	Me ise ennast	2001	Dokumentaalfilm, Probleemfilm
Puiatu (Viljandimaa)	Mitut värvi haldjad	1981	Dokumentaalfilm, Probleemfilm
Puiatu (Viljandimaa)	Ma tahaksin kodus olla	1977	Dokumentaalfilm, Probleemfilm
Puiatu (Viljandimaa)	Puiatu eriinternaatkoolis	1968	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Puiatu (Viljandimaa)	Koduloomaja Puiatus	1961	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Puiatu (Viljandimaa)	Noorus filmis. Puiatu timurlased	1961	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Puiestee tn (Tartu)	Esimene päev koolis	1952	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Puise (Läänemaa)	Maran	2018	Dokumentaalfilm, Portreefilm
Puise (Läänemaa)	Pärast tööpäeva	1954	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Puka (Valgamaa)	Maimu	2004	Portreefilm, Dokumentaalfilm
Puka (Valgamaa)	Kutsumus	1980	Portreefilm, Dokumentaalfilm
Puka (Valgamaa)	Kinomehaanik Jaan Vihm Pukast	1977	Kroonikafilmid 1940 II pool-1991, Filmikroonika
Puka (Valgamaa)	Kõik, millest unistasin	1977	Muusikadokumentaal, Dokumentaalfilm
Puka (Valgamaa)	Pillipuu	1976	Muusikadokumentaal, Dokumentaalfilm
Pullapää (Läänemaa)	Rodeo	2018	Dokumentaalfilm
Pullapää (Läänemaa)	Eesti kaitse	1993	Dokumentaalfilm
Pullijärv (Võrumaa)	Kui seda metsa ees ei oleks...	2007	Dokumentaalfilm
Pulsujärvi (Rootsi)	Tundras muutusteta	2008	Dokumentaalfilm, Loodusfilm, Antropoloogiafilm
Punane Lageda (Krasnaja Poljana, Krasnodari krai, Venemaa) 	Muuseum Eesti Aiakeses	1988	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Punane Lageda (Krasnaja Poljana, Krasnodari krai, Venemaa) 	A. H. Tammsaare III	1974	Populaarteaduslik film, Õppefilm
Punane meri	1001 öö muinasjutt ehk Eesti naiste imelised seiklused Egiptuses	2006	Dokumentaalfilm, Antropoloogiafilm
Punane väljak (Moskva, Venemaa)	Tööpealkiri: Imelaps	2012	Dokumentaalfilm, Portreefilm, Muusikadokumentaal
Punane väljak (Moskva, Venemaa)	Lobotoomia	2010	Dokumentaalfilm, Probleemfilm
Punane väljak (Moskva, Venemaa)	Disko ja tuumasõda	2009	Dokumentaalfilm
Punane väljak (Moskva, Venemaa)	Tervitusi Nõukogude Eestist!	2007	Dokumentaalfilm, Probleemfilm
Punane väljak (Moskva, Venemaa)	Kellel on Venemaal hea elada?	1998	Dokumentaalfilm
Punane väljak (Moskva, Venemaa)	Griša	1996	Dokumentaalfilm, Portreefilm
Punane väljak (Moskva, Venemaa)	Keisrilõige	1996	Dokumentaalfilm
Punane väljak (Moskva, Venemaa)	Kristuse dilemma	1995	Dokumentaalfilm
Punane väljak (Moskva, Venemaa)	Isake Dracula  Eesti variant	1993	Dokumentaalfilm
Punane väljak (Moskva, Venemaa)	Vene metalli ja US $ suudlus	1993	Dokumentaalfilm
Punaste Küttide väljak (Tallinn)	Kas oskame hoida ühte …  I jagu	1988	Dokumentaalfilm
Punaste Küttide väljak (Tallinn)	Aegade tuultes. Tormid ja hallad	1976	Dokumentaalfilm, Olukirjeldusfilm
Punaste Küttide väljak (Tallinn)	Läti punased kütid Tallinnas	1972	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Punaste Küttide väljak (Võru)	Võru 200. aastapäeva ja Saksa okupatsioonist vabastamise 40. aastapäeva pidustused	1984	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Purila (Raplamaa)	Jahikoerte tõulava	1957	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Purtse (Ida-Virumaa)	Minu Virumaa	1989	Dokumentaalfilm
Purtse (Ida-Virumaa)	Filmikaameraga mööda Eestit	1941	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Purtse jõgi (Ida-Virumaa)	Randlased	1990	Dokumentaalfilm, Muud liigitused, Tellimusfilm
Puškin (Venemaa)	Narri põldu üks kord...	1981	Dokumentaalfilm, Probleemfilm
Putkaste (Hiiumaa)	Karjamaadeks on laiud	1961	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Putkaste (Hiiumaa)	Vabariigi president K. Päts külastab Hiiumaad	1938	Kroonikafilmid 1912-1940 I pool, Filmikroonika
Puumala (Soome)	3,2,1 - ilus hüpe	2010	Dokumentaalfilm, Portreefilm
Puuppola (Soome)	Ott Tänak - The Movie	2019	Dokumentaalfilm, Portreefilm
Puurmani (Jõgevamaa)	Jõgeva rajooni Rahva Hääle kolhoosis	1978	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Puurmani (Jõgevamaa)	Lüpsja-karjatalitaja Endla Pekk	1952	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Puutli küla (Võrumaa)	Ühendav usk	2013	Dokumentaalfilm
Põdra küla (Saaremaa)	Süda Sõrve sääres	2019	Dokumentaalfilm
Põdrangu (Lääne-Virumaa)	Eesti mustakirju karja aretus	1989	Dokumentaalfilm, Tellimusfilm, Muud liigitused
Põdrangu (Lääne-Virumaa)	Sotsialistliku töö kangelane Anatoli Kristmann	1973	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Põdrangu (Lääne-Virumaa)	Põdrangu sovhoosi linnuvabrik	1971	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Põdrangu (Lääne-Virumaa)	Olga Evanen ja Jaroslav Tšiž võistlevad	1960	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Põdrangu (Lääne-Virumaa)	Noor spetsialist Põdrangult	1958	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Põhja puiestee (Tallinn)	Rauaniit	2020	Dokumentaalfilm
Põhja puiestee (Tallinn)	Vseviov	2020	Dokumentaalfilm, Portreefilm
Põhja puiestee (Tallinn)	Uus tehnika	1965	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Põhja puiestee (Tallinn)	Esimene teras	1945	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Põhja-Dakota (Ameerika Ühendriigid)	Keelepäästja	2020	Dokumentaalfilm, Portreefilm, Antropoloogiafilm
Põhja-Eesti pankrannik	Pärand	2011	Dokumentaalfilm, Probleemfilm
Põhja-Eesti pankrannik	Riigiks saamine	1993	Dokumentaalfilm
Põhja-Eesti pankrannik	Loodus: kaitse, kasutamine	1985	Populaarteaduslik film
Põhja-Jäämeri	Suur jõgi, 2: Delta	2011	Dokumentaalfilm, Loodusfilm
Põhja-Jäämeri	Kara Värav	1975	Dokumentaalfilm
Põhja-Kõrvemaa (Harjumaa)	Kõrboja peremees	1979	Mängufilm, Täispikk mängufilm
Põhja-Läti	Riigiks saamine	1993	Dokumentaalfilm
Põhja-Osseetia (Venemaa)	Intervjuu president Dudajeviga	1995	Dokumentaalfilm
Põhja-Soome	Viimane kutse	2012	Tudengifilm, Lühimängufilm
Põhja-Tallinn	Automatiseeritakse sulatusahje	1962	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Põhja-Tallinn	Esitatakse NSV Liidu Ülemnõukogu saadikukandidaate	1962	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Põhja-Tallinn	Saadikukandidaat Nadežda Ojasaar	1962	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Põhja-Tallinn	Saanisõidud hipodroomil	1962	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Põhja-Tallinn	Noorus filmis. Noored ratsionaliseerijad Voltas	1960	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Põhja-Venemaa	Surematu	2019	Dokumentaalfilm
Põhjameri	Perekond 40	1975	Amatöörfilm, Kroonika
Põhjameri	Heeringapüük	1968	Dokumentaalfilm, Muud liigitused, Tellimusfilm
Põhjaranniku vaated	Meie kodumaa	1957	Dokumentaalfilm
Põhjaranniku vaated	Kas tunned maad...	1931	Dokumentaalfilm, Vaatefilm
Põhjatu allikas (Saaremaa)	Allika poole mineja	1979	Dokumentaalfilm
Põlgaste (Põlvamaa)	Põlva rajooni Kalevi kolhoosi foto aastapreemia	1984	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Põllu küla (Saaremaa)	Ilusad inimesed	2008	Dokumentaalfilm
Põltsamaa (Jõgevamaa)	Jagatud valgus	2018	Dokumentaalfilm, Portreefilm
Põltsamaa (Jõgevamaa)	Vello Salo. Igapäevaelu müstika	2018	Dokumentaalfilm, Portreefilm
Põltsamaa (Jõgevamaa)	Perpetuum mobile ja piiritud hinged	2017	Dokumentaalfilm, Portreefilm
Põltsamaa (Jõgevamaa)	Kosmos	2012	Tudengifilm, Dokumentaalfilm
Põltsamaa (Jõgevamaa)	Kümme isamaa kõnet	2007	Dokumentaalfilm, Portreefilm
Põltsamaa (Jõgevamaa)	NSV Liidu rahvaõpetaja Kalju Teras	1987	Dokumentaalfilm, Muud liigitused, Tellimusfilm
Põltsamaa (Jõgevamaa)	Keskea rõõmud	1986	Mängufilm, Täispikk mängufilm
Põltsamaa (Jõgevamaa)	Narri põldu üks kord...	1981	Dokumentaalfilm, Probleemfilm
Põltsamaa (Jõgevamaa)	Töö teaduslik organiseerimine	1970	Dokumentaalfilm, Muud liigitused, Tellimusfilm
Põltsamaa (Jõgevamaa)	Naturaalveini tootmine	1968	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Põltsamaa rajoon	Algas heinatöö	1955	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Põltsamaa rajoon	Kolhoosid raporteerivad	1955	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Põltsamaa rajoon	Mais Eesti põldudel	1955	Dokumentaalfilm
Põltsamaa rajoon	Mehhaniseeritud veisefarmis	1954	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Põltsamaa vaated	NSV Liidu rahvaõpetaja Kalju Teras	1987	Dokumentaalfilm, Muud liigitused, Tellimusfilm
Põltsamaa vaated	Põltsamaa segakoor Heli 140 aastane	1980	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Põltsamaa vaated	Põltsamaa	1940	Filmikroonika, Kroonikafilmid 1912-1940 I pool
Põlula (Lääne-Virumaa)	Kalakasvandus	1968	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Põlula (Lääne-Virumaa)	Põlula Kalamajandis	1963	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Põlula (Lääne-Virumaa)	Põlula kalakasvatuses	1959	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Põlva (Põlvamaa)	Jõululaat Põlvas	1994	Kroonikafilmid alates 1992, Filmikroonika
Põlva (Põlvamaa)	Liimpuit - uudne ehitusmaterjal	1986	Kroonikafilmid 1940 II pool-1991, Filmikroonika
Põlva (Põlvamaa)	Tülitaja	1986	Portreefilm, Dokumentaalfilm
Põlva (Põlvamaa)	Helin	1985	Tellimusfilm, Muud liigitused, Dokumentaalfilm
Põlva (Põlvamaa)	Põlva MEK-i brigadir Aare Härmask	1983	Kroonikafilmid 1940 II pool-1991, Filmikroonika
Põlva (Põlvamaa)	Teekond mäe südamesse	1983	Dokumentaalfilm
Põlva (Põlvamaa)	Ruja	1982	Muusikadokumentaal, Dokumentaalfilm
Põlva (Põlvamaa)	Narri põldu üks kord...	1981	Probleemfilm, Dokumentaalfilm
Põlva (Põlvamaa)	Piimamehed Põlvast	1981	Dokumentaalfilm
Põlva (Põlvamaa)	Eesti Üliõpilaste Ehitusmaleva Nursi rühm	1978	Kroonikafilmid 1940 II pool-1991, Filmikroonika
Põlva rajoon	Rindeteated	1989	Dokumentaalfilm
Põlva rajoon	Rändaja	1986	Dokumentaalfilm, Portreefilm
Põlva rajoon	Kogu rahva pidu	1985	Dokumentaalfilm
Põlva rajoon	NSVL Ülemnõukogu saadikukandidaat Ene Kure	1984	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Põlva rajoon	Künnimehe väsimus	1982	Dokumentaalfilm, Probleemfilm
Põlva rajoon	Missioon	1979	Dokumentaalfilm
Põlva rajoon	Kevadtööd Põlva kolhoosis	1978	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Põlva rajoon	Peaagronoom Aare Laaneotsa raske sügis	1978	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Põlva rajoon	Külvitööd Põlva rajoonis	1971	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Põlva rajoon	Ivan Pliin	1968	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Põlvamaa	Taotleja	2016	Dokumentaalfilm
Põlvamaa	Õllerevolutsioon	2016	Dokumentaalfilm
Põlvamaa	Põder Eestis	2007	Dokumentaalfilm, Probleemfilm
Põlvamaa	Toonela lind. Must-toonekurg	1997	Dokumentaalfilm, Loodusfilm
Põlvamaa	Miks kukuvad tähed	1987	Dokumentaalfilm, Probleemfilm
Põlvamaa	Siin on mu kodu	1980	Muusikafilm
Põlvamaa	Oktoobrirevolutsiooni orden Rahu kolhoosile	1971	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Pähkla (Saaremaa)	Lembri Uudu	2017	Dokumentaalfilm
Pälsoni tänav (Tartu)	Üliõpilased ehitavad endile ühiselamut	1958	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Päri küla (Viljandimaa)	Tingimused on erinevad, eesmärk üks	1977	Dokumentaalfilm
Päri küla (Viljandimaa)	Viisaastak ennetähtaegselt	1975	Dokumentaalfilm, Olukirjeldusfilm
Pärispea küla (Harjumaa)	Pärispea küla 700-aastane	1959	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Pärispea lennuvaated	Pärispea - Eesti mandri põhjapoolseim osa	1939	Kroonikafilmid 1912-1940 I pool, Filmikroonika
Pärispea poolsaar (Harjumaa)	Hei, Rasma!	2015	Dokumentaalfilm
Pärispea poolsaar (Harjumaa)	Pärispea küla 700-aastane	1959	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Pärispea poolsaar (Harjumaa)	Pärispea - Eesti mandri põhjapoolseim osa	1939	Kroonikafilmid 1912-1940 I pool, Filmikroonika
Pärivere (Pärnumaa)	Ilus armas nudi	2000	Dokumentaalfilm
Pärna tänav (Tartu)	Mänguasjademeistrid	1956	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Pärnu	Tulilind	2021	Mängufilm, Täispikk mängufilm
Pärnu	Betti Alver. Ilmauks on irvakil	2020	Dokumentaalfilm, Portreefilm
Pärnu	Hääled küngaste taga	2020	Dokumentaalfilm, Portreefilm
Pärnu	Leonhard Lapin. Protsess	2020	Dokumentaalfilm, Portreefilm
Pärnu	Kihnu lapsed ning ...	2019	Dokumentaalfilm, Muusikadokumentaal
Pärnu	Juured: Mu liha ja veri	2018	Dokumentaalfilm
Pärnu	Armastus...	2017	Dokumentaalfilm
Pärnu	Minu näoga onu	2017	Mängufilm, Täispikk mängufilm
Pärnu	Manna	2016	Tudengifilm, Dokumentaalfilm
Pärnu	Perekonnavaled	2016	Mängufilm, Täispikk mängufilm
Pärnu (vaade jõelt)	Mootorsaan Pärnu lahel	1962	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Pärnu (vaade jõelt)	Jääminek Pärnu jõel	1956	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Pärnu (vaade jõelt)	Pärnu Suursild	1937	Filmikroonika, Kroonikafilmid 1912-1940 I pool
Pärnu (vaade jõelt)	Torm Pärnus	1935	Kroonikafilmid 1912-1940 I pool, Filmikroonika
Pärnu jõgi	Maran	2018	Dokumentaalfilm, Portreefilm
Pärnu jõgi	Minu Eestimaa	2005	Dokumentaalfilm, Vaatefilm
Pärnu jõgi	Me ise ennast	2001	Dokumentaalfilm, Probleemfilm
Pärnu jõgi	Huvireis Kihnu saarele 29.06.1990	1990	Amatöörfilm, Kroonika
Pärnu jõgi	Kurgja talumuuseumis, Türil 23.06.1990	1990	Amatöörfilm, Kroonika
Pärnu jõgi	Westiga Pärnu lahel 27.06.1990	1990	Amatöörfilm, Kroonika
Pärnu jõgi	Pärnu - mure ja häbi?	1988	Dokumentaalfilm, Probleemfilm
Pärnu jõgi	Kihnu mees	1986	Dokumentaalfilm
Pärnu jõgi	Laulab RAM-1	1973	Muusikafilm, Kontsertfilm
Pärnu jõgi	Pärnu	1968	Dokumentaalfilm, Vaatefilm
Pärnu kesklinn	Kihnu lapsed ning ...	2019	Dokumentaalfilm, Muusikadokumentaal
Pärnu kesklinn	Staar maakas	2010	Dokumentaalfilm, Portreefilm
Pärnu kesklinn	Riigireetur	2009	Dokumentaalfilm, Portreefilm
Pärnu kesklinn	Peeter	2001	Dokumentaalfilm, Portreefilm
Pärnu kesklinn	Pärnu bussijaam 26.06.1990	1990	Amatöörfilm, Kroonika
Pärnu kesklinn	Pärnus 22.06.1990	1990	Amatöörfilm, Kroonika
Pärnu kesklinn	Pärnu - mure ja häbi?	1988	Dokumentaalfilm, Probleemfilm
Pärnu kesklinn	Pärnu mosaiik	1981	Muusikafilm, Kontsertfilm
Pärnu kesklinn	Nõukogude Eesti	1979	Tellimusfilm, Muud liigitused
Pärnu kesklinn	Tavatu lugu	1973	Mängufilm, Täispikk mängufilm
Pärnu kuursaali suveaed	Muusikafestival Pärnu-74	1974	Dokumentaalfilm, Muusikadokumentaal
Pärnu kuursaali suveaed	Päikese lapsed	1932	Mängufilm, Täispikk mängufilm
Pärnu laht	Huvireis Kihnu saarele 29.06.1990	1990	Amatöörfilm, Kroonika
Pärnu laht	Kablis 22.06.1990	1990	Amatöörfilm, Kroonika
Pärnu laht	Pärnu muulil 27.06.1990	1990	Amatöörfilm, Kroonika
Pärnu laht	Pärnu rannahoone ja rannahotell, Jannseni maja 25.06.1990	1990	Amatöörfilm, Kroonika
Pärnu laht	Westiga Pärnu lahel 27.06.1990	1990	Amatöörfilm, Kroonika
Pärnu laht	Pärnu - mure ja häbi?	1988	Dokumentaalfilm, Probleemfilm
Pärnu laht	Aastaring	1974	Dokumentaalfilm
Pärnu laht	XVII Muhu väina regatt	1974	Dokumentaalfilm, Olukirjeldusfilm
Pärnu laht	Läänemeri	1972	Populaarteaduslik film, Õppefilm
Pärnu laht	Ruhnu	1965	Dokumentaalfilm, Vaatefilm
Pärnu lauluväljak	Ühendatud segakoorid esitavad Pärnu laulupeol E. Paigalise „Isamaa“	1939	Kroonikafilmid 1912-1940 I pool, Filmikroonika
Pärnu maantee (Tallinn)	Ruhnu reis ehk Eesti saare eripära	2020	Muusikadokumentaal, Dokumentaalfilm
Pärnu maantee (Tallinn)	Valik	2018	Nukufilm, Animafilm
Pärnu maantee (Tallinn)	Kaplinski süsteem	2011	Portreefilm, Dokumentaalfilm
Pärnu maantee (Tallinn)	Üleriigiline õnn	2010	Probleemfilm, Dokumentaalfilm
Pärnu maantee (Tallinn)	Pronksöö: Vene mäss Tallinnas	2007	Dokumentaalfilm
Pärnu maantee (Tallinn)	Peaarhitektid	1999	Dokumentaalfilm
Pärnu maantee (Tallinn)	Hobuse aasta	1991	Dokumentaalfilm
Pärnu maantee (Tallinn)	Jõulutramm	1991	Kroonikafilmid 1940 II pool-1991, Filmikroonika
Pärnu maantee (Tallinn)	Vanalinnastuudio direktor Eino Baskin	1991	Kroonikafilmid 1940 II pool-1991, Filmikroonika
Pärnu maantee (Tallinn)	Balti tee	1989	Kroonikafilmid 1940 II pool-1991, Filmikroonika
Pärnu panoraam	Eesti Raamat. Pildistusi eesti kirjanduse neljasaja-aastaselt arenguteelt	1936	Dokumentaalfilm
Pärnu rajoon	Rändaja	1986	Dokumentaalfilm, Portreefilm
Pärnu rajoon	Eesmärgipuu	1985	Dokumentaalfilm
Pärnu rajoon	Külamaastikud	1983	Dokumentaalfilm
Pärnu rajoon	Künnimehe väsimus	1982	Dokumentaalfilm, Probleemfilm
Pärnu rajoon	Raske sügis	1979	Tellimusfilm, Muud liigitused
Pärnu rajoon	Neli sammu	1978	Populaarteaduslik film, Õppefilm, Muud liigitused, Tellimusfilm
Pärnu rajoon	Põllumuldade uurimine	1974	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Pärnu rajoon	Okaslinnus	1971	Tudengifilm, Dokumentaalfilm
Pärnu rajoon	Võitlus metsakahjuritega	1970	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Pärnu rajoon	Killustiku valmistamine	1969	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Pärnu rand	Perekonnavaled	2016	Mängufilm, Täispikk mängufilm
Pärnu rand	Minu Eestimaa	2005	Dokumentaalfilm, Vaatefilm
Pärnu rand	Peeter	2001	Dokumentaalfilm, Portreefilm
Pärnu rand	Pärnu rannahoone ja rannahotell, Jannseni maja 25.06.1990	1990	Amatöörfilm, Kroonika
Pärnu rand	Pärnus: Vallikäär, pargid, rand 28.06.1990	1990	Amatöörfilm, Kroonika
Pärnu rand	Valuvesi	1990	Dokumentaalfilm
Pärnu rand	Miss Saaremaa	1989	Dokumentaalfilm, Portreefilm
Pärnu rand	Eestimaa reostatud loodus	1988	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Pärnu rand	Pärnu - mure ja häbi?	1988	Dokumentaalfilm, Probleemfilm
Pärnu rand	Suvekaubandus	1988	Dokumentaalfilm
Pärnu Rannapark	Pärnus: Vallikäär, pargid, rand 28.06.1990	1990	Amatöörfilm, Kroonika
Pärnu Rannapark	Pärnu mosaiik	1981	Muusikafilm, Kontsertfilm
Pärnu Rannapark	Pärnu mudaravilas	1964	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Pärnu Vallikraav	Pärnus: Vallikäär, pargid, rand 28.06.1990	1990	Amatöörfilm, Kroonika
Pärnu Vallikraav	Pärnu - mure ja häbi?	1988	Dokumentaalfilm, Probleemfilm
Pärnu Vallikraav	Muusikafestival Pärnu-74	1974	Dokumentaalfilm, Muusikadokumentaal
Pärnu Vallikraav	Pärnu	1968	Dokumentaalfilm, Vaatefilm
Pärnu Vallikäär	Pärnus: Vallikäär, pargid, rand 28.06.1990	1990	Amatöörfilm, Kroonika
Pärnu Vallikäär	Pärnu mosaiik	1981	Muusikafilm, Kontsertfilm
Pärnu Vana park	Neljakümnes sõda	2005	Dokumentaalfilm
Pärnu Vana park	Filmitegijate tööst	1967	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Pärnu üldvaade	Muusikafestival Pärnu-74	1974	Dokumentaalfilm, Muusikadokumentaal
Pärnu üldvaade	Pärnu	1968	Dokumentaalfilm, Vaatefilm
Pärnu üldvaade	Tööveteranid puhkusel	1940	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Pärnu-Jaagupi (Pärnumaa)	Pärnumaa rahvuspäev	1937	Kroonikafilmid 1912-1940 I pool, Filmikroonika
Pärnu-Jaagupi rajoon	Mets põleb	1959	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Pärnu-Jaagupi rajoon	Maaparandustööd talvel	1956	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Pärnu-Jaagupi rajoon	Ta pöördus tagasi koju	1956	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Pärnu-Jaagupi rajoon	Kolhoosi aiandis	1955	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Pärnu-Jaagupi rajoon	Söödakombain kolhoosis	1955	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Pärnumaa	Pingeväljade aednik	2021	Portreefilm, Dokumentaalfilm
Pärnumaa	Vennad Karuputked	2014	Dokumentaalfilm
Pärnumaa	Keraamik Leo Rohlin	2010	Portreefilm, Dokumentaalfilm
Pärnumaa	Ilusad inimesed	2008	Dokumentaalfilm
Pärnumaa	Põdra kuningriik	2007	Loodusfilm, Dokumentaalfilm
Pärnumaa	Metsavennad voodi ees	2005	Portreefilm, Dokumentaalfilm
Pärnumaa	Terra Maritima	2001	Loodusfilm, Dokumentaalfilm
Pärnumaa	Suvesõda	1991	Dokumentaalfilm
Pärnumaa	Elu ilma …	1987	Probleemfilm, Dokumentaalfilm
Pärnumaa	Exegi monumentum	1987	Dokumentaalfilm
Päärdu jõgi (Läänemaa)	Rumba silla avamine Läänemaal	1937	Kroonikafilmid 1912-1940 I pool, Filmikroonika
Pääsküla (Tallinn)	Lained ja võnked	2014	Dokumentaalfilm, Portreefilm
